ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2016,06,Vereda La Violeta,Servicios Especiales,Servicios Especiales,28,1
2018,03,El Bosque,Servicios Especiales,Servicios Especiales,48.25,4
2016,05,Versalles,Residencial,5,9.85,385
2016,04,Fatima,Oficial,Oficial,49.75,4
2016,03,Asis,Residencial,1,9.96,28
2016,10,Los Alcazares,Residencial,5,10.5,30
2018,04,Vereda San Peregrino,Suministro a Constru,Suministro a Constru,1.67,3
2016,12,Arboleda,Oficial,Oficial,17.75,4
2017,11,Urbanizacion Santos,Residencial,3,8.59,17
2018,01,Vereda Bajo Tablazo,Rural,5,45,1
2017,05,Vereda La Cabaña,Suministro a Constru,Suministro a Constru,115,5
2016,12,Prado,Residencial,1,9.5,2
2016,08,Vereda El Rosario,Rural,5,15.32,19
2016,10,Vereda La Pola,Oficial,Oficial,20.5,2
2017,12,Sacatin,Residencial,4,10.05,43
2016,05,Vereda Bajo Tablazo,Rural,5,12,1
2017,03,Niño Jesus de Praga,Residencial,2,22,1
2018,02,Baja Leonora,Residencial,4,3,1
2018,05,Marmato,Residencial,2,7,4
2017,06,Colon,Residencial,3,20.14,313
2016,09,Villapilar,Comercial,Comercial,17,26
2016,03,La Isla,Residencial,2,12.24,33
2016,02,Milan,Residencial,4,12.59,17
2018,04,VillaHermosa - La Playa,Suministro a Constru,Suministro a Constru,42,1
2017,02,El Porvenir,Residencial,1,18,1
2017,10,Baja Suiza,Oficial,Oficial,83,1
2016,04,Vereda La Trinidad,Industrial,Industrial,21,5
2016,09,Vereda El Rosario,Rural,5,14.42,19
2017,10,La Isla,Residencial,1,11.33,115
2017,01,La Asuncion,Residencial,1,4.67,3
2016,12,Vereda La Cabaña,Suministro a Constru,Suministro a Constru,64.5,4
2016,06,Vereda La Argelia,Residencial,3,27,1
2016,03,Cervantes,Industrial,Industrial,9,1
2017,02,El Porvenir,Oficial,Oficial,80,1
2018,04,Vereda El Rosario,Rural,4,37.96,27
2016,11,Vereda Farallones,Rural,3,7,1
2016,03,Vereda Bajo Tablazo,Oficial,Oficial,24.5,2
2017,06,La Isla,Residencial,2,11.46,35
2017,06,Arrayanes,Residencial,2,11.51,70
2018,07,Portal de los Alcazares,Comercial,Comercial,46,1
2018,05,La Rambla,Servicios Especiales,Servicios Especiales,84.22,9
2017,10,Vereda Guacas,Rural,5,164,1
2016,09,San Sebastian(III Etapa),Oficial,Oficial,83,1
2017,01,las Delicias,Comercial,Comercial,261.33,21
2018,03,Centro,Residencial,2,43,1
2017,06,La Rambla,Oficial,Oficial,3,2
2017,03,Villapilar II,Suministro a Constru,Suministro a Constru,120,1
2017,04,Betania,Oficial,Oficial,167,1
2017,01,VillaLuz,Residencial,2,11.87,223
2017,10,Topacio,Residencial,2,5,2
2016,08,San Joaquin,Residencial,4,4.62,34
2016,04,Colombia,Residencial,2,13.47,108
2016,06,Centro,Residencial,2,22,1
2018,04,Vereda La Aurora,Industrial,Industrial,20.5,6
2018,04,Baja Leonora,Comercial,Comercial,3,5
2017,08,Vereda La Violeta,Industrial,Industrial,0,2
2017,11,CampoAmor,Industrial,Industrial,37,1
2017,02,Los Agustinos,Servicios Especiales,Servicios Especiales,63.67,3
2016,04,CampoHermoso (Univ. Mzles),Suministro a Constru,Suministro a Constru,73,1
2017,10,Versalles,Residencial,6,7.5,463
2018,01,Bengala,Servicios Especiales,Servicios Especiales,9,1
2016,10,El Trebol,Residencial,1,27.5,2
2017,04,CampoAmor,Residencial,2,14.72,83
2016,10,El Carmen,Comercial,Comercial,11.38,39
2016,03,Sauces,Residencial,1,10.76,37
2016,02,CampoAmor,Residencial,4,7.85,34
2017,07,La Avanzada,Comercial,Comercial,13,1
2017,06,Vereda La Francia,Rural,2,9.41,17
2016,10,PaloNegro,Servicios Especiales,Servicios Especiales,8,1
2018,04,Morrogacho,Rural,2,9.8,10
2017,07,Vereda Cuchilla de los Santa,Rural,2,11.72,29
2016,04,Vereda La Trinidad,Rural,1,7.93,14
2016,06,La Rambla,Residencial,2,12.11,9
2018,05,Vereda Cueva Santa,Rural,3,12,1
2017,05,Colombia,Oficial,Oficial,25.25,4
2016,05,Milan,Residencial,4,12.71,17
2016,08,Los Alcazares,Servicios Especiales,Servicios Especiales,3,1
2017,03,Vereda Bajo Tablazo,Rural,5,23,1
2016,05,La Florida,Suministro a Constru,Suministro a Constru,9,2
2016,05,Vereda La Trinidad,Industrial,Industrial,28,5
2017,09,San Jose,Oficial,Oficial,97.5,12
2017,03,Chachafruto,Residencial,1,10.59,41
2017,10,Nevado,Oficial,Oficial,28.8,5
2016,11,Guamal,Comercial,Comercial,14.91,11
2016,01,Residencias Manizales,Servicios Especiales,Servicios Especiales,11,8
2016,02,VillaLuz,Residencial,3,12.71,77
2017,09,Vereda La Aurora,Comercial,Comercial,9,1
2017,05,Vereda Patio Bonito,Oficial,Oficial,29,1
2016,01,CampoAmor,Residencial,1,19.9,10
2018,04,La Asuncion,Comercial,Comercial,17.89,19
2016,08,Zona Industrial,Suministro a Constru,Suministro a Constru,28,1
2016,07,Arboleda,Residencial,6,11.06,218
2018,02,Aranjuez,Oficial,Oficial,39.64,11
2016,08,Vereda Alto del Zarzo,Rural,4,9,1
2016,08,SanCancio,Suministro a Constru,Suministro a Constru,0,1
2017,08,El Campin,Comercial,Comercial,22.2,5
2017,12,Saenz,Residencial,3,6.92,13
2016,11,San Joaquin,Servicios Especiales,Servicios Especiales,38.6,5
2016,01,Topacio,Residencial,2,12,2
2017,12,Vereda Bajo Corinto,Residencial,1,7.79,48
2016,05,Villa del Rio,Residencial,3,5,1
2016,10,Betania,Oficial,Oficial,260,1
2016,04,El Campin,Comercial,Comercial,13.67,6
2018,04,Vereda La Aurora,Rural,3,10.31,39
2017,11,Cervantes,Residencial,1,11.29,201
2017,06,La Leonora,Residencial,4,13.23,362
2018,04,El Campin,Comercial,Comercial,18.8,5
2016,04,Asturias,Residencial,4,11.9,157
2016,03,Cerro de Oro,Industrial,Industrial,9,2
2017,10,Baja Leonora,Residencial,1,20.92,12
2016,12,Bosques de Niza,Comercial,Comercial,0.67,6
2018,06,Fanny Gonzalez,Oficial,Oficial,10.5,2
2016,04,Vereda El Rosario,Rural,3,14.21,19
2017,03,San Cayetano,Comercial,Comercial,92.75,4
2017,11,Samaria,Residencial,2,14.5,4
2016,01,Vereda Bajo Corinto,Industrial,Industrial,104,1
2016,07,San Ignacio,Residencial,2,16.61,169
2017,07,Gonzalez,Residencial,1,8.62,65
2016,06,Zona Industrial,Comercial,Comercial,53.96,72
2017,02,las Delicias,Servicios Especiales,Servicios Especiales,7.5,2
2016,01,Vereda Morrogordo,Rural,4,15,1
2016,04,Bella Montaña (Hosp G. - Esc),Comercial,Comercial,34,1
2018,01,Vereda El Rosario,Comercial,Comercial,101.57,7
2016,11,Bengala,Residencial,2,8.65,497
2017,09,La Cumbre,Residencial,1,15,1
2018,06,La Argentina,Residencial,5,7.06,48
2017,09,El Sol,Residencial,3,14.2,223
2016,05,La Florida,Residencial,3,30.75,4
2017,01,CampoHermoso (Univ. Mzles),Comercial,Comercial,17.95,147
2018,01,San Marcel,Residencial,5,11.68,129
2018,01,Vereda La Palma,Rural,2,14.62,90
2016,04,Vereda Cuchilla del Salado,Industrial,Industrial,12,1
2017,12,El Carmen,Residencial,3,11.02,81
2017,02,Comuneros,Oficial,Oficial,115,1
2017,12,Colinas del Viento,Residencial,6,0,1
2018,02,Vereda Alto del Zarzo,Comercial,Comercial,3,1
2016,09,La Rambla,Residencial,5,11.03,602
2016,08,Prado,Residencial,4,12.19,32
2018,06,La Florida,Suministro a Constru,Suministro a Constru,47,1
2017,08,CampoHermoso (Univ. Mzles),Servicios Especiales,Servicios Especiales,9,1
2016,03,Guamal,Servicios Especiales,Servicios Especiales,11,1
2016,10,las Colinas,Residencial,3,12.09,605
2018,03,Vereda Hoyo Frio,Rural,1,14.71,7
2016,06,Laureles,Comercial,Comercial,27.71,90
2017,01,Puerta del Sol,Comercial,Comercial,1,2
2016,05,Vereda Morrogordo,Rural,2,11.6,10
2017,06,Palermo,Oficial,Oficial,33,1
2017,04,Estambul,Servicios Especiales,Servicios Especiales,23.5,2
2017,10,Las Americas,Residencial,3,13.27,1394
2018,03,El Bosque,Residencial,3,12.42,1505
2016,12,Chachafruto,Comercial,Comercial,8,1
2018,02,Velez,Residencial,2,4,1
2016,04,Los Cedros,Residencial,2,13.81,16
2016,01,las Delicias,Comercial,Comercial,237.05,22
2017,01,Villapilar,Comercial,Comercial,15.85,26
2018,06,Velez,Suministro a Constru,Suministro a Constru,3,1
2016,05,Santa Helena - Conjunto La Estacion,Residencial,5,9.5,189
2016,04,La Florida,Servicios Especiales,Servicios Especiales,145.5,2
2016,10,Vereda Cuchilla del Salado,Rural,1,8.04,54
2017,02,Peralonso,Residencial,2,12.97,456
2018,06,La Leonora,Servicios Especiales,Servicios Especiales,7.33,3
2016,10,Milan,Residencial,2,11.14,7
2018,03,Alhambra,Residencial,3,9,1
2016,09,Fundadores,Residencial,3,15.09,324
2018,06,las Delicias,Servicios Especiales,Servicios Especiales,2,2
2017,02,Santa Helena - Conjunto La Estacion,Residencial,5,10.05,189
2018,05,San Jorge,Suministro a Constru,Suministro a Constru,29,1
2016,04,MalHabar,Servicios Especiales,Servicios Especiales,236,1
2018,03,Vereda San Peregrino,Rural,4,21.86,28
2016,01,Vereda Morrogacho,Rural,2,15.64,25
2016,01,Chipre,Residencial,1,10.33,3
2017,07,Gonzalez,Residencial,2,12.42,57
2018,01,Saenz,Residencial,3,7.08,13
2016,05,Alhambra,Residencial,4,58,1
2017,08,Alhambra,Residencial,4,50,1
2017,03,Ciudadela La Linda,Rural,1,5.67,3
2017,12,Vereda El Arenillo,Rural,1,9.52,67
2017,08,CampoHermoso (Univ. Mzles),Industrial,Industrial,24,1
2016,03,Vivienda Popular,Comercial,Comercial,4,1
2017,07,La Avanzada,Residencial,2,16.03,58
2018,06,Colon,Industrial,Industrial,72,2
2016,10,Vereda Bajo Tablazo,Rural,3,16.17,69
2017,06,Chachafruto,Residencial,6,14.9,49
2018,04,Vereda La Linda,Rural,1,10.1,101
2017,01,Vereda Farallones,Rural,1,5.59,17
2016,05,Nevado,Residencial,1,12.73,460
2017,01,Vereda Bajo Corinto,Comercial,Comercial,155.5,4
2016,02,Vereda Cuchilla de los Santa,Rural,1,10.13,15
2018,06,La Florida,Residencial,3,68.75,4
2016,06,Betania,Residencial,3,11.53,295
2017,11,San Cayetano,Oficial,Oficial,3,1
2016,04,Vereda Morrogordo,Rural,3,13.5,2
2017,05,Vereda Bajo Tablazo,Suministro a Constru,Suministro a Constru,4,2
2016,12,Los Alamos,Residencial,4,5,1
2017,04,Versalles,Residencial,1,9.29,7
2017,08,La Argentina,Residencial,5,6.77,48
2017,11,La Francia,Residencial,3,17.27,11
2016,12,Estrada,Residencial,1,9.06,80
2017,01,Chachafruto,Residencial,3,23,1
2017,04,La Avanzada,Comercial,Comercial,10,1
2016,02,Alta Suiza,Suministro a Constru,Suministro a Constru,5,1
2017,01,Viveros,Suministro a Constru,Suministro a Constru,9,2
2017,03,20 de julio,Oficial,Oficial,137,1
2017,07,Peralonso,Residencial,2,12.21,459
2016,08,Vereda La China,Rural,3,25.53,15
2018,05,Vereda Guacas,Rural,4,4.75,4
2017,10,Estambul,Residencial,3,8.69,1086
2018,03,La Leonora,Residencial,3,13.38,88
2016,04,las Delicias,Residencial,3,15.95,106
2016,12,Fundadores,Comercial,Comercial,13.76,62
2018,03,La Cumbre,Oficial,Oficial,7.5,2
2018,03,Uribe,Residencial,5,8.52,31
2017,01,las Colinas,Residencial,3,13.17,605
2016,01,Vereda La Francia,Rural,3,15,1
2017,09,Vereda El Aventino,Comercial,Comercial,12.33,3
2016,02,Vereda Hoyo Frio,Industrial,Industrial,120.67,3
2018,02,Guamal,Residencial,4,13,61
2016,07,Vereda El Rosario,Rural,3,18.47,19
2017,05,La Rambla,Residencial,6,8.76,194
2016,11,Laureles,Comercial,Comercial,26.69,91
2018,06,Arrayanes,Residencial,1,12.76,74
2016,02,Bengala,Residencial,1,7.78,242
2018,06,Las Americas,Suministro a Constru,Suministro a Constru,40,1
2017,11,Chachafruto,Comercial,Comercial,11,1
2017,02,Vereda Alto Corinto,Residencial,1,9.28,156
2016,03,San Jorge,Comercial,Comercial,13.53,53
2017,12,Santos,Residencial,3,9.18,406
2017,09,La Sultana,Oficial,Oficial,118.71,7
2018,02,San Jorge,Residencial,3,13.1,577
2018,01,Vereda Agua Bonita,Rural,1,16.88,26
2017,01,La Asuncion,Oficial,Oficial,16,5
2018,04,San Cayetano,Comercial,Comercial,95,4
2017,10,La Cumbre,Suministro a Constru,Suministro a Constru,15,1
2017,02,las Colinas,Suministro a Constru,Suministro a Constru,4,1
2018,06,Peralonso,Residencial,3,2,1
2016,02,La Enea,Residencial,4,10.03,500
2017,05,Vereda El Aventino,Industrial,Industrial,16,4
2018,03,Comuneros,Residencial,2,9.9,595
2018,03,Fanny Gonzalez,Residencial,3,12.06,164
2017,07,Bengala,Servicios Especiales,Servicios Especiales,8,1
2018,06,Colombia,Residencial,4,11.78,32
2017,09,Bengala,Residencial,1,6.64,243
2016,11,Aguacate,Residencial,1,7.08,40
2017,10,El Sol,Comercial,Comercial,5.97,65
2017,08,Laureles,Residencial,6,6.91,193
2018,04,San Cayetano,Residencial,2,11.09,992
2018,04,Bajo Prado,Oficial,Oficial,33,1
2018,06,Tejares,Servicios Especiales,Servicios Especiales,18,1
2017,09,Pio XII,Residencial,2,13.68,513
2016,07,Vivienda Popular,Residencial,3,13.92,250
2016,01,Kennedy,Oficial,Oficial,42.75,4
2017,02,Vereda Minitas,Rural,4,15,2
2017,07,Pio XII,Residencial,3,15,1
2016,05,Vereda La Siria,Rural,3,4.5,2
2018,07,La Francia,Residencial,2,10.5,4
2016,09,Lleras,Residencial,3,13.05,213
2016,03,Uribe,Residencial,2,14.71,45
2017,01,Chipre,Comercial,Comercial,20.31,116
2017,04,Fanny Gonzalez,Residencial,1,24,1
2018,04,Baja Leonora,Residencial,4,1,1
2018,06,Villa Nueva,Residencial,2,4,1
2018,01,Los Rosales,Servicios Especiales,Servicios Especiales,11.75,8
2016,09,El Trebol,Servicios Especiales,Servicios Especiales,7.33,3
2018,01,Las Americas,Servicios Especiales,Servicios Especiales,30.75,4
2017,04,La Leonora,Comercial,Comercial,10.21,58
2017,01,Los Agustinos,Residencial,4,8.81,94
2016,11,El Sol,Suministro a Constru,Suministro a Constru,0,1
2017,11,Gonzalez,Residencial,2,13.33,61
2016,08,Balcones de Chipre,Residencial,3,13,1
2016,09,Los Alcazares,Residencial,1,12,1
2018,06,Santa Helena - Conjunto La Estacion,Residencial,2,11.67,6
2018,03,Guayacanes,Servicios Especiales,Servicios Especiales,6.46,24
2018,03,Morrogacho,Residencial,3,77.5,2
2016,08,Villapilar,Servicios Especiales,Servicios Especiales,23,1
2017,04,VillaLuz,Residencial,3,14.38,77
2016,08,Vereda El Rosario,Rural,6,19.9,10
2018,06,Palogrande,Residencial,6,9.68,281
2017,04,CampoHermoso (Univ. Mzles),Residencial,4,10.47,1971
2016,12,las Colinas,Residencial,3,12.47,605
2016,10,San Joaquin,Servicios Especiales,Servicios Especiales,43.2,5
2016,08,El Carmen,Oficial,Oficial,45.5,4
2016,08,El Palmar,Residencial,3,12,1
2017,05,Estrada,Comercial,Comercial,99.5,2
2017,02,La Florida,Residencial,4,16.56,606
2018,05,Cervantes,Comercial,Comercial,12.88,17
2016,02,La Sultana,Residencial,3,13.5,1997
2016,03,Guayacanes,Suministro a Constru,Suministro a Constru,0,1
2016,07,La Carola,Residencial,3,10.46,1563
2018,04,Vereda Bajo Corinto,Rural,2,0,1
2018,05,Estambul,Suministro a Constru,Suministro a Constru,5,1
2018,01,La Rambla,Residencial,6,9.51,194
2018,05,Vereda La Cabaña,Oficial,Oficial,27.33,9
2017,08,Vereda La Trinidad,Rural,1,17.65,17
2016,04,Eucaliptus,Residencial,1,15.69,55
2016,07,PaloNegro,Servicios Especiales,Servicios Especiales,1,1
2017,03,La Isla,Oficial,Oficial,55,2
2018,06,MalHabar,Residencial,2,12.04,71
2017,09,VillaHermosa - La Playa,Servicios Especiales,Servicios Especiales,2.5,2
2017,07,Vereda La Palma,Industrial,Industrial,26,1
2017,05,Vereda La Siria,Rural,3,4.5,2
2018,01,VillaHermosa - La Playa,Comercial,Comercial,14.85,20
2018,06,Puerta del Sol,Residencial,3,7.95,1021
2017,01,Vereda La Aurora,Rural,3,13.93,27
2016,11,Vereda La Violeta,Oficial,Oficial,15,1
2017,08,Alta Suiza,Residencial,1,2.83,6
2017,08,Vereda Minitas,Rural,1,8.8,20
2017,06,Versalles,Residencial,4,12.75,287
2016,12,Palogrande,Oficial,Oficial,120,24
2016,03,Colseguros,Servicios Especiales,Servicios Especiales,35.67,3
2016,05,Vereda Guacas,Rural,4,7.67,3
2016,07,La Francia,Residencial,2,17.75,4
2016,10,Fundadores,Residencial,2,1,1
2017,08,Cervantes,Comercial,Comercial,12.06,17
2018,05,La Avanzada,Residencial,2,14.44,57
2016,06,Vereda Mal Paso,Rural,2,11,5
2018,06,Vereda Cuchilla del Salado,Industrial,Industrial,0,1
2017,04,Colseguros,Comercial,Comercial,9,6
2017,05,Puerta del Sol,Residencial,1,5.53,294
2016,04,Aranjuez,Servicios Especiales,Servicios Especiales,2,2
2017,10,Bosques del Norte,Residencial,2,10.27,1631
2016,05,Uribe,Residencial,1,19,1
2018,04,Vereda Guacas,Industrial,Industrial,35,1
2016,07,Vereda La Siria,Rural,2,11.56,9
2016,04,Versalles,Comercial,Comercial,24.07,169
2017,04,Vereda El Guineo,Industrial,Industrial,0,1
2016,02,Pio XII,Residencial,2,14.53,508
2016,11,Vereda Mal Paso,Rural,4,13,1
2017,10,El Sol,Suministro a Constru,Suministro a Constru,64,1
2017,07,Vereda El Aventino,Industrial,Industrial,12,4
2016,02,San Marcel,Residencial,4,12.04,90
2017,01,La Panamericana,Comercial,Comercial,25.31,98
2016,11,Vereda El Rosario,Rural,4,18.74,27
2017,02,MalHabar,Oficial,Oficial,55.8,5
2016,07,Vereda Alto del Naranjo,Rural,2,10.28,39
2017,12,La Argentina,Servicios Especiales,Servicios Especiales,11.5,2
2017,02,San Marcel,Residencial,4,12.03,90
2018,06,Vereda Quiebra de Velez,Oficial,Oficial,13,1
2017,02,Guamal,Comercial,Comercial,12.82,11
2017,03,Cervantes,Residencial,3,14.31,1268
2017,01,Belen,Comercial,Comercial,20.67,129
2016,10,Villa Jardin,Residencial,1,0,2
2016,09,Vereda Alto del Naranjo,Industrial,Industrial,30.33,6
2016,11,Alameda,Residencial,6,8,1
2018,05,Vereda La China,Rural,3,10.25,16
2017,01,Alta Suiza,Suministro a Constru,Suministro a Constru,11,1
2016,09,El Campin,Residencial,4,11.77,245
2016,10,Asturias,Comercial,Comercial,61.96,28
2017,02,Vereda Farallones,Rural,1,7.12,17
2016,08,Peralonso,Industrial,Industrial,10,1
2016,05,Vereda La China,Residencial,4,34,1
2016,03,Versalles,Comercial,Comercial,25.4,170
2016,12,Vereda La Linda,Residencial,3,10.44,9
2016,07,Los Rosales,Oficial,Oficial,57.33,3
2017,11,La Argentina,Residencial,5,7.52,48
2016,06,Vereda La Linda,Servicios Especiales,Servicios Especiales,53.5,2
2018,04,Vereda El Arenillo,Industrial,Industrial,11,5
2017,11,El Bosque,Servicios Especiales,Servicios Especiales,42,4
2018,03,Galan,Residencial,2,13.35,55
2016,05,Vereda Guacas,Rural,3,11.53,15
2016,05,Estambul,Residencial,2,11.22,65
2016,07,las Delicias,Servicios Especiales,Servicios Especiales,10,2
2016,09,Minitas,Comercial,Comercial,25.38,13
2016,09,Fanny Gonzalez,Residencial,3,11.41,164
2017,08,VillaCarmenza,Comercial,Comercial,2.86,7
2016,07,El encuentro,Industrial,Industrial,317,5
2017,12,Vereda Alto del Zarzo,Rural,1,9.83,6
2016,02,Laureles,Residencial,6,7.7,193
2017,12,Bajo Prado,Comercial,Comercial,8.25,4
2017,05,El Caribe,Comercial,Comercial,15.29,7
2017,04,Zona Industrial,Suministro a Constru,Suministro a Constru,6,1
2017,04,Vereda Mal Paso,Rural,4,10,1
2017,08,La Estrella,Servicios Especiales,Servicios Especiales,22.25,12
2016,08,Camelia,Comercial,Comercial,24,30
2016,07,La Sultana,Residencial,2,20,3
2017,03,El Sol,Residencial,6,5.13,39
2017,09,Villa Nueva,Residencial,2,4,1
2017,01,MalHabar,Oficial,Oficial,31.4,5
2018,06,La Toscana,Industrial,Industrial,1930,2
2018,06,Santos,Residencial,3,9.86,405
2016,06,Vereda La Aurora,Rural,1,9.45,64
2018,01,Alta Suiza,Residencial,5,8.15,569
2017,06,Vereda El Aventino,Rural,1,15.12,42
2016,07,Caserio La Enea,Residencial,3,8,3
2016,01,Sauces,Residencial,1,10.03,37
2017,01,Vereda Cuchilla del Salado,Servicios Especiales,Servicios Especiales,11,1
2017,09,Marmato,Residencial,2,5,4
2016,11,Vereda Farallones,Oficial,Oficial,25,1
2018,07,Villapilar,Residencial,3,6.55,532
2016,05,Camelia,Residencial,6,11.49,850
2017,01,Villa Julia,Residencial,1,8,1
2018,01,Palogrande,Suministro a Constru,Suministro a Constru,82.33,3
2018,01,Vereda La China,Rural,3,9.47,15
2016,01,Urbanizacion Santos,Residencial,3,5.75,12
2017,12,CampoAmor,Oficial,Oficial,38,3
2017,06,las Delicias,Residencial,3,14.76,109
2016,09,Vereda La China,Rural,3,24.27,15
2017,09,Vereda La Violeta,Rural,1,3.9,63
2018,05,SanCancio,Suministro a Constru,Suministro a Constru,49,3
2016,12,Villa Julia,Residencial,1,9,1
2017,01,20 de julio,Residencial,2,15.14,164
2016,05,El Trebol,Industrial,Industrial,124,1
2017,01,Vereda Alto Corinto,Rural,1,5,1
2017,06,Asturias,Industrial,Industrial,541,1
2016,12,Los Cedros,Residencial,3,12.29,404
2018,06,La Francia,Residencial,6,11.59,325
2016,08,Vereda La Palma,Industrial,Industrial,113,1
2016,04,San Jorge,Residencial,3,12.99,553
2018,04,Camelia,Residencial,5,8.4,10
2017,04,Guayacanes,Servicios Especiales,Servicios Especiales,5.17,24
2018,03,Colombia,Servicios Especiales,Servicios Especiales,6,2
2018,05,Alta Suiza,Residencial,2,8.07,41
2016,11,Vereda Bajo Tablazo,Oficial,Oficial,20.5,2
2018,02,Vereda La Pola,Oficial,Oficial,24,2
2017,05,Vereda La Aurora,Rural,2,15.09,104
2016,12,Cervantes,Residencial,1,11.96,198
2016,02,Portal de los Alcazares,Comercial,Comercial,23,1
2016,09,La Francia,Residencial,2,18.75,4
2017,08,La Cumbre,Oficial,Oficial,12.5,2
2018,05,Velez,Residencial,3,12.56,338
2017,06,Vereda La Cabaña,Comercial,Comercial,19.58,12
2017,02,Pio XII,Residencial,3,13,1
2017,07,La Toscana,Comercial,Comercial,201.11,9
2016,12,Vereda Bajo Corinto,Residencial,4,19,1
2017,12,Vereda Guacas,Industrial,Industrial,18,1
2017,09,Estambul,Oficial,Oficial,3082.25,4
2017,03,Camelia,Residencial,5,9.4,10
2016,05,El Porvenir,Residencial,1,13,1
2018,03,Arboleda,Servicios Especiales,Servicios Especiales,126,7
2017,12,Villa Nueva,Residencial,2,6,1
2016,08,Versalles,Oficial,Oficial,313.33,12
2017,01,Sierra Bonita,Residencial,6,13.38,101
2017,05,Versalles,Industrial,Industrial,1983.5,6
2017,03,Villa Julia,Residencial,2,11.25,111
2017,07,CampoAmor,Residencial,2,14.02,83
2018,07,Los Rosales,Servicios Especiales,Servicios Especiales,8.33,6
2017,09,Uribe,Oficial,Oficial,149,1
2017,05,Vereda La Cabaña,Rural,2,10.09,153
2017,08,VillaCarmenza,Residencial,3,12,5
2016,03,La Asuncion,Residencial,1,4.33,3
2017,04,Vereda San Peregrino,Rural,2,13.54,112
2017,04,Bengala,Servicios Especiales,Servicios Especiales,12,1
2016,04,Vereda Cuchilla del Salado,Oficial,Oficial,21,5
2018,02,La Enea,Residencial,1,15.94,17
2016,09,La Argentina,Comercial,Comercial,15.07,44
2017,04,Vereda Farallones,Rural,3,3,1
2017,12,Vereda Java,Oficial,Oficial,45,1
2016,07,Villa Julia,Residencial,1,10,1
2018,05,Centenario,Comercial,Comercial,23,13
2018,04,Asturias,Comercial,Comercial,54.86,28
2017,09,Asturias,Industrial,Industrial,569,1
2016,06,Las Americas,Oficial,Oficial,59.8,5
2016,02,San Joaquin,Residencial,2,12.92,39
2017,04,Vereda Alto del Zarzo,Comercial,Comercial,26,1
2017,08,Villa Julia,Oficial,Oficial,0,1
2017,11,Vereda Java,Rural,3,8.55,11
2016,09,Vereda Santa Clara,Industrial,Industrial,4,1
2016,01,El Sol,Residencial,2,17,1
2017,10,CampoHermoso (Univ. Mzles),Industrial,Industrial,1,1
2016,06,La Avanzada,Comercial,Comercial,14,1
2016,09,Las Americas,Residencial,2,10.25,4
2016,12,Los Alcazares,Residencial,2,12.11,91
2017,10,Versalles,Residencial,5,10.08,384
2017,05,Viveros,Oficial,Oficial,68.67,3
2017,09,La Francia,Residencial,2,15.8,5
2017,05,Vereda El Chuzo,Rural,2,4.5,24
2016,07,Baja Suiza,Residencial,5,4.94,16
2018,06,El Trebol,Servicios Especiales,Servicios Especiales,9.33,3
2016,06,San Sebastian (I - II Etapa),Rural,2,3,1
2017,05,El Campin,Oficial,Oficial,20,1
2017,05,Fatima,Oficial,Oficial,52,4
2017,01,La Argentina,Residencial,4,8.29,149
2016,04,Residencias Manizales,Comercial,Comercial,10.35,40
2018,05,Betania,Residencial,2,15.94,68
2018,02,VillaCarmenza,Residencial,4,7.88,602
2018,04,Vereda Bajo Tablazo,Rural,5,30,1
2017,11,VillaHermosa - La Playa,Residencial,2,12.79,1718
2017,09,Vereda El Rosario,Rural,2,13.79,19
2018,01,Vereda Hoyo Frio,Rural,1,15.57,7
2017,11,Alferez Real,Residencial,1,12.23,96
2017,10,Vereda Bajo Tablazo,Rural,5,30,1
2016,10,Los Agustinos,Oficial,Oficial,83,1
2017,05,Vereda Quiebra de Velez,Oficial,Oficial,6,1
2016,04,Vereda Morrogordo,Rural,2,11.44,9
2017,10,La Florida,Residencial,2,9.5,8
2017,12,Alta Suiza,Uso General,Uso General,0,1
2017,08,Vereda La Linda,Oficial,Oficial,594.67,3
2017,06,Cervantes,Comercial,Comercial,16.75,16
2017,08,MalHabar,Residencial,3,13.67,779
2017,10,Vereda Alto del Zarzo,Oficial,Oficial,22,1
2016,06,Los Agustinos,Residencial,5,37.67,6
2017,07,Palermo,Servicios Especiales,Servicios Especiales,3.5,6
2016,05,Guamal,Oficial,Oficial,118,1
2018,02,Vereda Quiebra de Velez,Rural,2,11.63,35
2017,04,La Rambla,Industrial,Industrial,247,1
2016,03,Guamal,Suministro a Constru,Suministro a Constru,24.5,2
2016,12,Vereda Quiebra de Velez,Rural,1,8.78,18
2018,04,El Trebol,Servicios Especiales,Servicios Especiales,8.33,3
2016,10,CampoHermoso (Univ. Mzles),Residencial,3,12.62,224
2016,07,Granjas y Viviendas,Residencial,2,14.75,4
2016,09,Los Agustinos,Comercial,Comercial,5.34,58
2016,06,Aranjuez,Residencial,3,12.8,870
2016,12,Vereda Cuchilla de los Santa,Rural,3,16.75,8
2016,12,San Sebastian (I - II Etapa),Oficial,Oficial,7,1
2016,04,El Caribe,Residencial,1,17.67,3
2017,08,VillaHermosa - La Playa,Comercial,Comercial,12.75,20
2016,11,San Joaquin,Residencial,4,4.44,34
2017,08,Colon,Residencial,1,21.5,2
2016,11,Colombia,Residencial,2,13.56,108
2017,01,VillaHermosa - La Playa,Oficial,Oficial,7.5,4
2017,01,Nevado,Residencial,3,20,1
