ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2017,1,Los Cedros,Residencial,4,0,1
2017,8,Bosques de Niza,Residencial,4,10.45,463
2018,6,Nevado,Residencial,3,21,1
2016,10,Cervantes,Comercial,Comercial,11.65,17
2016,5,Aranjuez,Industrial,Industrial,6,2
2017,1,Valles de la Alhambra,Residencial,6,29,1
2017,6,Vereda La Cabaña,Rural,1,4.95,104
2018,6,La Florida,Residencial,4,16.27,729
2017,4,Laureles,Comercial,Comercial,29.37,91
2016,4,La Leonora,Oficial,Oficial,44.5,2
2017,11,Zona Industrial,Residencial,4,10.5,2
2017,5,Parque Caldas,Residencial,3,7,2
2017,12,Vereda El Chuzo,Rural,2,7.38,24
2017,2,Galan,Residencial,1,10.72,345
2017,10,Minitas,Industrial,Industrial,9,1
2016,10,El Bosque,Residencial,1,11.86,105
2016,4,Colon,Residencial,2,21.42,113
2016,2,Vereda Agua Bonita,Rural,3,16.17,6
2017,7,Colinas del Viento,Residencial,6,40,1
2016,2,La Asuncion,Residencial,3,13.51,673
2018,1,Puerta del Sol,Residencial,3,8.41,944
2016,5,Alta Suiza,Oficial,Oficial,28,4
2016,11,Lleras,Residencial,6,6.99,84
2016,11,Vereda La Cabaña,Industrial,Industrial,15,7
2018,1,Vereda Cuchilla del Salado,Servicios Especiales,Servicios Especiales,31,1
2017,10,Vereda Cueva Santa,Rural,1,8.63,30
2018,4,Vereda Alto Corinto,Residencial,1,10.09,160
2016,8,Vereda Quiebra del Billar,Rural,1,6.33,3
2018,2,Cervantes,Residencial,2,17.92,12
2016,7,Alferez Real,Residencial,2,27.5,2
2018,5,Vereda Bajo Corinto,Industrial,Industrial,121,1
2016,11,Los Alcazares,Residencial,4,11.12,854
2017,12,Vereda La Argelia,Comercial,Comercial,31.5,2
2017,6,San Cayetano,Residencial,1,9.45,11
2016,9,Vereda Patio Bonito,Rural,4,7.5,2
2017,11,Vereda Bajo Corinto,Residencial,4,11,1
2018,5,Prado,Residencial,2,0,1
2016,5,Nevado,Servicios Especiales,Servicios Especiales,50,1
2016,9,Fatima,Residencial,3,13.92,1153
2016,7,Vereda Quiebra de Velez,Residencial,1,6,4
2017,3,Bosques de Niza,Residencial,4,10.22,463
2016,8,Tejares,Residencial,6,13.44,126
2016,7,Marmato,Residencial,1,15.14,176
2018,4,Vereda La Cabaña,Rural,3,13.63,97
2016,10,Vereda Alto del Zarzo,Rural,2,11.67,3
2017,5,Vereda Hoyo Frio,Rural,2,6.5,4
2016,9,Lleras,Residencial,2,15,1
2018,3,VillaHermosa - La Playa,Oficial,Oficial,4,4
2017,2,Vereda Quiebra de Velez,Rural,5,7,1
2017,6,Camelia,Servicios Especiales,Servicios Especiales,8.2,5
2016,5,Pio XII,Residencial,1,12.57,214
2017,1,Vereda Minitas,Rural,1,7.95,20
2018,6,Lleras,Residencial,4,12.22,263
2016,3,Estambul,Residencial,3,7.71,1079
2016,10,El encuentro,Residencial,1,8.18,22
2016,11,Peralonso,Residencial,3,4,1
2017,5,Betania,Residencial,1,17,2
2017,4,Centro,Comercial,Comercial,18.83,1611
2017,5,Vereda La Aurora,Comercial,Comercial,9,1
2017,12,La Cumbre,Oficial,Oficial,11,2
2017,2,La Leonora,Residencial,3,15.32,88
2018,6,Vereda Guacas,Comercial,Comercial,81.6,5
2016,4,Vereda Guacas,Oficial,Oficial,14.5,2
2016,1,Camilo Torres,Residencial,1,12,9
2018,5,Guamal,Servicios Especiales,Servicios Especiales,11,1
2017,5,Guamal,Residencial,2,6,1
2017,4,Las Americas,Residencial,5,33.29,7
2018,5,Vereda Mal Paso,Rural,2,7.4,5
2018,4,La Rambla,Residencial,6,7.81,194
2016,12,Vereda Morrogacho,Rural,4,44,1
2016,1,Santos,Residencial,3,10.55,404
2017,4,Vereda La Violeta,Industrial,Industrial,2,2
2018,6,Villa Nueva,Residencial,3,8.67,3
2018,4,El Porvenir,Oficial,Oficial,189,1
2017,1,Sinai,Oficial,Oficial,13,2
2016,5,El Campin,Oficial,Oficial,18,1
2017,7,Prado,Residencial,1,0,1
2018,5,Versalles,Oficial,Oficial,296.83,12
2017,11,Versalles,Residencial,3,12.92,74
2017,3,Vereda El Aventino,Oficial,Oficial,22.33,3
2018,1,Velez,Comercial,Comercial,10.08,53
2017,8,El Trebol,Suministro a Constru,Suministro a Constru,126,3
2016,9,La Estrella,Servicios Especiales,Servicios Especiales,38.42,12
2016,10,Sierra Morena,Residencial,2,5.71,7
2017,9,Vereda Alto Tablazo,Industrial,Industrial,148.5,4
2018,3,Zafiro,Residencial,1,6.06,48
2018,1,Fatima,Residencial,1,4.2,5
2017,3,Marmato,Residencial,1,13.84,178
2017,1,CampoHermoso (Univ. Mzles),Servicios Especiales,Servicios Especiales,11,1
2017,3,Centro,Servicios Especiales,Servicios Especiales,38.35,23
2016,12,Camelia,Residencial,4,7.43,14
2016,6,La Enea,Servicios Especiales,Servicios Especiales,15.5,2
2017,3,Bosques del Norte,Oficial,Oficial,43.83,6
2018,3,Guamal,Residencial,2,13,1
2017,11,Milan,Residencial,3,34.17,6
2016,1,Sinai,Residencial,2,12.01,702
2017,11,Vereda Manzanares,Rural,5,12,1
2017,12,Sacatin,Residencial,3,6.56,45
2018,5,Villapilar,Residencial,2,13.53,17
2016,10,Palogrande,Comercial,Comercial,13.89,211
2018,5,San Jorge,Comercial,Comercial,13.6,55
2018,5,Puerta del Sol,Suministro a Constru,Suministro a Constru,312.5,2
2016,9,Santa Helena - Conjunto La Estacion,Residencial,3,10.98,756
2017,9,Samaria,Oficial,Oficial,13,1
2017,5,El Bosque,Residencial,2,13.09,22
2018,7,CampoHermoso (Univ. Mzles),Oficial,Oficial,15.67,3
2017,2,20 de julio,Residencial,2,15.1,164
2016,5,Vereda San Peregrino,Servicios Especiales,Servicios Especiales,50,2
2017,10,Vereda La Pola,Rural,4,25,4
2018,6,Altos de Capri,Residencial,3,5.24,142
2018,2,Alta Suiza,Residencial,1,2.5,6
2016,5,PaloNegro,Comercial,Comercial,0.5,8
2017,10,Fanny Gonzalez,Oficial,Oficial,17,2
2018,2,La Asuncion,Servicios Especiales,Servicios Especiales,95,1
2018,3,Vereda La Violeta,Comercial,Comercial,3.5,2
2017,6,La Leonora,Residencial,6,9.07,218
2016,11,Nevado,Comercial,Comercial,8.06,16
2018,1,Panorama,Comercial,Comercial,0,1
2016,2,Persia,Residencial,3,8.83,184
2017,12,Vereda Alto del Naranjo,Rural,2,9.34,41
2018,6,Belen,Residencial,6,13.19,183
2017,11,Vereda Patio Bonito,Rural,4,2,2
2016,5,Vereda El Arenillo,Residencial,4,27,1
2017,11,Alta Suiza,Oficial,Oficial,43.5,4
2017,4,Cerro de Oro,Residencial,6,86.75,4
2017,11,Vereda Quiebra de Velez,Rural,5,8,1
2016,1,Bella Montaña (Hosp G. - Esc),Residencial,3,11.36,253
2016,5,San Ignacio,Residencial,2,15.81,170
2017,4,Asturias,Residencial,4,12.65,157
2016,1,La Leonora,Servicios Especiales,Servicios Especiales,7.33,3
2018,1,Minitas,Residencial,1,13.4,5
2017,3,Nogales,Residencial,3,8.83,584
2016,2,Vereda Alto del Zarzo,Rural,4,2,1
2016,3,las Colinas,Servicios Especiales,Servicios Especiales,26,1
2018,6,Camelia,Oficial,Oficial,721.25,4
2016,2,Vereda Agua Bonita,Comercial,Comercial,24,1
2018,6,Aranjuez,Oficial,Oficial,35.91,11
2016,10,Los Alcazares,Residencial,1,14,1
2017,1,Vivienda Popular,Residencial,2,13.69,111
2017,6,Vereda Alto del Naranjo,Rural,3,8.6,10
2017,8,CampoHermoso (Univ. Mzles),Residencial,3,12.58,225
2017,3,Santa Helena - Conjunto La Estacion,Suministro a Constru,Suministro a Constru,77,1
2016,7,El Sol,Comercial,Comercial,4.81,64
2016,2,Aguacate,Residencial,1,8.83,42
2016,6,Vereda Bajo Corinto,Rural,2,9,1
2017,11,Colombia,Residencial,2,12.6,105
2018,3,Vereda Mal Paso,Rural,1,4.65,17
2018,2,Estrada,Residencial,1,10.18,77
2016,8,Bengala,Comercial,Comercial,5,1
2016,1,Juanchito,Residencial,2,4,2
2017,6,Topacio,Residencial,1,15,2
2016,2,Fundadores,Residencial,3,15.73,320
2018,5,Morrogacho,Residencial,3,64,2
2017,4,San Joaquin,Comercial,Comercial,16.88,82
2017,9,Vereda San Peregrino,Rural,4,17.68,28
2018,5,Vereda Guacas,Rural,2,11.47,59
2016,11,Olivares,Residencial,2,5.41,41
2017,4,Estambul,Residencial,1,13.12,17
2017,12,El Bosque,Residencial,2,12.78,23
2017,1,Vereda Guacas,Industrial,Industrial,0,1
2016,11,Vereda Alto del Zarzo,Comercial,Comercial,10,1
2018,6,Prado,Residencial,1,0,1
2016,6,Uribe,Residencial,5,8.74,31
2017,12,Kennedy,Residencial,2,13.51,566
2018,3,Vereda Bajo Corinto,Residencial,4,5,1
2018,3,Alferez Real,Residencial,2,24.5,2
2018,6,Colombia,Residencial,5,7,1
2018,1,La Argentina,Residencial,3,12.96,456
2018,4,Colombia,Comercial,Comercial,11.2,10
2016,3,La Estrella,Servicios Especiales,Servicios Especiales,20.5,12
2016,5,Vereda La Palma,Rural,1,11.3,44
2017,6,El Porvenir,Comercial,Comercial,1,1
2016,6,Laureles,Servicios Especiales,Servicios Especiales,23.09,11
2018,5,San Antonio,Residencial,2,75,1
2017,5,Palermo,Servicios Especiales,Servicios Especiales,2.5,6
2016,8,El Sol,Residencial,6,5.15,39
2018,3,Chipre,Residencial,3,9.98,584
2016,9,Panorama,Residencial,3,7.51,128
2016,11,20 de julio,Residencial,1,14.14,216
2016,10,Chipre,Residencial,2,13.3,57
2017,9,Vereda Mal Paso,Rural,4,5,1
2017,7,San Cayetano,Comercial,Comercial,99,4
2017,4,Chipre,Industrial,Industrial,132.5,4
2016,10,La Estrella,Oficial,Oficial,59,4
2016,7,La Toscana,Residencial,2,12.08,131
2016,5,Vereda La Pola,Rural,2,14.78,9
2017,5,Los Agustinos,Oficial,Oficial,64,1
2016,2,Sinai,Residencial,2,11.65,703
2018,1,las Delicias,Residencial,4,8.6,10
2017,3,Las Americas,Residencial,2,6,4
2016,10,Fatima,Residencial,3,13.7,1158
2018,6,Vereda La Trinidad,Servicios Especiales,Servicios Especiales,17,1
2016,6,Tejares,Residencial,6,12.42,126
2016,8,La Francia,Industrial,Industrial,93,1
2017,12,Vereda La Violeta,Comercial,Comercial,2.5,2
2018,6,Villapilar,Residencial,2,14.53,17
2016,1,Viveros,Comercial,Comercial,9.56,9
2017,8,Palermo,Servicios Especiales,Servicios Especiales,4.17,6
2016,11,Centenario,Residencial,1,14.86,81
2017,3,La Asuncion,Residencial,1,4.33,3
2016,1,Vereda Manzanares,Industrial,Industrial,14.14,7
2017,2,Vereda La Aurora,Rural,3,11.52,27
2018,5,Baja Suiza,Comercial,Comercial,73.33,3
2017,2,Uribe,Residencial,1,17,1
2016,3,Vereda La Palma,Residencial,2,21.9,10
2017,12,VillaLuz,Residencial,2,13,230
2017,4,Los Alcazares,Residencial,3,18.5,2
2016,10,Colombia,Oficial,Oficial,23,4
2018,3,Baja Suiza,Residencial,5,7.25,16
2017,7,La Florida,Residencial,4,14.89,656
2016,10,Bella Montaña (Hosp G. - Esc),Residencial,3,9.47,317
2016,9,Vereda Patio Bonito,Industrial,Industrial,37,1
2018,2,Centro,Comercial,Comercial,18.87,1611
2018,3,Vereda La Francia,Rural,3,4,1
2017,12,Asturias,Rural,2,20.5,6
2016,11,Vereda Morrogacho,Rural,4,37,1
2016,9,La Cumbre,Comercial,Comercial,7.33,3
2017,6,Lleras,Servicios Especiales,Servicios Especiales,42.2,5
2017,2,Villapilar,Residencial,3,7.36,484
2016,1,Niño Jesus de Praga,Residencial,1,13.67,3
2017,12,Villapilar,Oficial,Oficial,1512.5,2
2018,4,Vereda Java,Rural,2,6.46,13
2017,10,La Asuncion,Comercial,Comercial,17.42,19
2016,9,CampoHermoso (Univ. Mzles),Oficial,Oficial,73.5,4
2017,8,Vereda Hoyo Frio,Rural,1,13.14,7
2016,6,Centenario,Residencial,3,14.33,236
2016,5,Corinto Urbano,Residencial,3,0,1
2017,7,Persia,Residencial,3,6.95,184
2017,1,Vereda La Cabaña,Suministro a Constru,Suministro a Constru,39.5,4
2018,2,Vereda Alto del Zarzo,Industrial,Industrial,51.5,2
2017,7,Vereda Manzanares,Rural,1,7.3,43
2018,4,La Isla,Residencial,2,12.06,36
2016,2,El Campin,Comercial,Comercial,16.5,6
2016,8,Vereda La China,Rural,1,10.75,8
2018,4,El Caribe,Comercial,Comercial,16,7
2016,4,Lleras,Oficial,Oficial,70,1
2017,3,La Enea,Servicios Especiales,Servicios Especiales,18.5,2
2018,3,San Marcel,Residencial,4,13.24,90
2018,1,Vereda Cueva Santa,Oficial,Oficial,24,1
2016,7,Ciudadela La Linda,Oficial,Oficial,86.5,2
2016,9,Vereda El Aventino,Rural,3,12.25,24
2016,9,Lleras,Residencial,5,15.9,10
2017,9,Vereda Patio Bonito,Rural,4,10,2
2016,10,Gonzalez,Residencial,2,14.38,61
2018,1,Vereda Alto Corinto,Residencial,4,0,1
2018,4,Comuneros,Residencial,1,3.5,2
2017,12,Morrogacho,Oficial,Oficial,28,1
2016,8,las Colinas,Residencial,3,13.21,604
2017,12,Estrada,Residencial,2,15.33,6
2016,10,Ciudadela La Linda,Rural,1,9,3
2016,10,Cerros de la Alhambra,Suministro a Constru,Suministro a Constru,14,1
2017,3,San Cayetano,Oficial,Oficial,3,1
2017,6,Castellana,Comercial,Comercial,18.39,41
2017,12,Colseguros,Servicios Especiales,Servicios Especiales,16.33,3
2018,4,La Estrella,Servicios Especiales,Servicios Especiales,30.5,12
2016,4,La Estrella,Comercial,Comercial,18.51,139
2017,5,Morrogacho,Residencial,2,14.31,156
2017,8,Las Americas,Residencial,2,6.75,4
2017,9,Cerros de la Alhambra,Industrial,Industrial,166,1
2018,5,Vereda Bajo Tablazo,Rural,5,26,1
2016,2,Milan,Oficial,Oficial,46,1
2018,4,Vereda Quiebra de Velez,Rural,4,23,4
2017,7,Camilo Torres,Residencial,2,12.58,375
2018,1,Vereda Bajo Tablazo,Rural,4,13.89,9
2018,7,Fundadores,Servicios Especiales,Servicios Especiales,11.5,2
2017,7,Vereda La Palma,Residencial,1,29,1
2017,10,Pio XII,Comercial,Comercial,16,1
2017,9,Las Americas,Residencial,3,13.81,1392
2016,10,las Delicias,Residencial,4,8.4,10
2018,1,Vereda Guacas,Rural,4,9.25,4
2016,9,San Ignacio,Residencial,1,14.15,61
2016,1,La Argentina,Residencial,6,8.4,20
2017,8,La Panamericana,Residencial,1,14,1
2017,5,La Francia,Residencial,5,6.95,146
2016,7,Alhambra,Residencial,4,56,1
2018,6,Urbanizacion Santos,Residencial,3,8.72,18
2018,1,Vereda La Linda,Residencial,1,13.17,6
2018,5,Comuneros,Residencial,1,3,2
2016,9,El Carmen,Residencial,3,12.41,69
2017,11,Chipre,Residencial,2,12.44,57
2017,4,Palogrande,Comercial,Comercial,14.09,210
2017,11,Vereda San Peregrino,Rural,3,12.07,60
2017,7,Vereda El Rosario,Suministro a Constru,Suministro a Constru,14,1
2016,10,Camelia,Residencial,5,12,10
2016,4,Villapilar,Servicios Especiales,Servicios Especiales,25,1
2016,3,Sacatin,Residencial,2,11.99,135
2018,3,Asturias,Oficial,Oficial,78,1
2016,12,Colombia,Comercial,Comercial,11.3,10
2016,6,Fanny Gonzalez,Servicios Especiales,Servicios Especiales,1,1
2016,6,Alferez Real,Residencial,1,13,86
2018,6,PaloNegro,Servicios Especiales,Servicios Especiales,2,1
2017,10,Asturias,Industrial,Industrial,594,1
2017,5,Residencias Manizales,Industrial,Industrial,8,1
2016,3,Los Alcazares,Oficial,Oficial,12,2
2016,4,San Jorge,Servicios Especiales,Servicios Especiales,685.5,2
2016,11,San Sebastian (I - II Etapa),Oficial,Oficial,5,1
2017,8,Sacatin,Residencial,3,7.62,45
2016,10,San Jose,Oficial,Oficial,113.09,11
2018,5,Puerta del Sol,Comercial,Comercial,3.5,2
2016,5,Vereda Bajo Tablazo,Comercial,Comercial,46,9
2016,5,Fanny Gonzalez,Comercial,Comercial,17,2
2018,3,Solferino,Residencial,2,9.88,1102
2018,1,Colombia,Residencial,4,10.38,32
2017,6,Bella Montaña (Hosp G. - Esc),Industrial,Industrial,1583,1
2017,8,Vereda El Rosario,Rural,2,15.05,19
2016,12,Fanny Gonzalez,Residencial,1,20,1
2018,7,Sierra Morena,Residencial,1,7.17,60
2017,1,Vereda Alto del Zarzo,Rural,2,5.33,3
2018,6,SanCancio,Comercial,Comercial,6.17,12
2017,5,Vereda Java,Rural,1,6.6,10
2016,6,Minitas,Oficial,Oficial,10,5
2016,8,Villa Café Etapas I - II,Residencial,3,10.28,455
2017,10,Fundadores,Comercial,Comercial,13.51,59
2016,12,La Avanzada,Suministro a Constru,Suministro a Constru,191,1
2016,8,Vereda San Peregrino,Residencial,4,13,1
2016,11,Uribe,Residencial,1,23,1
2018,1,Samaria,Residencial,2,9.5,4
2017,9,Morrogacho,Oficial,Oficial,28,1
2017,9,Arrayanes,Residencial,3,11.33,313
2018,6,La Cumbre,Residencial,1,24,1
2017,12,las Delicias,Residencial,4,8.3,10
2018,1,El Trebol,Residencial,2,22,2
2018,7,Los Cedros,Residencial,4,1,1
2018,7,Las Americas,Residencial,2,3.5,4
2016,11,Velez,Residencial,2,8,1
2016,3,La Rambla,Oficial,Oficial,5,1
2017,3,Uribe,Comercial,Comercial,13,33
2017,2,Samaria,Residencial,1,10.13,547
2016,1,Vereda Santa Clara,Rural,3,2.75,4
2017,4,La Florida,Residencial,2,8.63,8
2017,4,Villapilar,Residencial,2,17.59,17
2018,6,Vereda San Peregrino,Comercial,Comercial,14,1
2018,6,Bengala,Residencial,2,8.8,500
2016,8,Fundadores,Residencial,5,14,12
2017,12,Bella Montaña (Hosp G. - Esc),Residencial,2,14.67,3
2016,6,Niño Jesus de Praga,Residencial,1,12,3
2016,10,Vereda San Peregrino,Rural,3,21.24,54
2017,2,Betania,Residencial,3,11.76,297
2017,4,Sierra Morena,Residencial,2,3.71,7
2016,6,Bajo Prado,Oficial,Oficial,30,1
2018,5,Estambul,Residencial,3,7.91,1089
2016,3,Betania,Residencial,1,18.5,2
2018,4,Cerros de la Alhambra,Suministro a Constru,Suministro a Constru,20,1
2017,3,Vereda La China,Rural,5,17.5,2
2017,3,Guayacanes,Residencial,4,10,1
2017,5,Los Alcazares,Residencial,2,12.48,91
2016,2,Kennedy,Residencial,1,13,3
2017,7,Los Rosales,Servicios Especiales,Servicios Especiales,14,8
2016,4,Guayacanes,Oficial,Oficial,51,1
2018,2,Vereda El Aventino,Servicios Especiales,Servicios Especiales,50,1
2017,7,VillaLuz,Residencial,3,12.36,77
2016,9,San Joaquin,Residencial,2,12.23,39
2016,6,Chachafruto,Residencial,3,22,1
2016,8,Los Alcazares,Oficial,Oficial,36,2
2017,3,Vereda Guacas,Rural,4,8,4
2018,2,Vereda La Pola,Industrial,Industrial,24,4
2016,7,La Carola,Comercial,Comercial,11.67,12
2016,11,Vereda La Linda,Rural,1,10,96
2018,6,Vereda Mal Paso,Rural,2,5.6,5
2018,4,Guamal,Oficial,Oficial,39,1
2018,1,Vereda Alto del Zarzo,Rural,2,1.67,3
2016,12,Lusitania,Residencial,3,10.41,304
2017,6,Vereda El Guineo,Rural,1,9.33,3
2017,12,Aguacate,Residencial,1,6.41,37
2017,5,Vereda Patio Bonito,Rural,2,13.65,17
2016,4,Vereda La China,Rural,2,15.58,12
2016,9,Fundadores,Comercial,Comercial,12.16,62
2017,9,Vereda Cuchilla del Salado,Rural,1,9.34,59
2017,11,Campamento,Residencial,1,339,1
2017,1,Vereda La Argelia,Comercial,Comercial,13.5,2
2018,4,La Florida,Residencial,2,5.63,8
2016,1,Las Americas,Residencial,3,15.37,1326
2018,6,Centenario,Rural,2,10.23,13
2018,2,Nogales,Comercial,Comercial,1.75,4
2017,4,Colombia,Residencial,3,11.03,431
2016,5,CampoAmor,Industrial,Industrial,60,1
2017,5,Vereda Morrogordo,Rural,4,5,1
2018,6,Vereda Cuchilla de los Santa,Rural,3,16.5,8
2016,8,La Isla,Oficial,Oficial,73,2
2018,1,las Delicias,Comercial,Comercial,271.86,21
2017,5,Chachafruto,Residencial,3,27,1
2016,6,La Enea,Comercial,Comercial,13.58,194
2017,2,Vivienda Popular,Comercial,Comercial,3,1
2016,8,Ciudadela La Linda,Residencial,3,6.43,7
2016,10,Palogrande,Residencial,5,9.79,24
2016,8,Vereda La Violeta,Servicios Especiales,Servicios Especiales,27,1
2017,8,Prado,Residencial,2,3,1
2017,12,Nuevo Horizontes,Residencial,2,8.33,3
2017,9,Chipre,Servicios Especiales,Servicios Especiales,6,4
2016,12,Vereda La Siria,Rural,1,6.58,12
2016,1,Vereda Mal Paso,Rural,3,42,1
2016,9,Cervantes,Residencial,1,12.24,196
2017,2,San Sebastian(IV Etapa),Comercial,Comercial,6,3
2016,3,San Cayetano,Residencial,2,11.24,977
2018,6,Nogales,Comercial,Comercial,1.5,4
2018,6,Vereda Bajo Corinto,Rural,1,9.33,3
2016,9,La Florida,Residencial,3,32,4
2017,2,las Colinas,Residencial,2,12.82,444
2018,4,Villapilar,Residencial,4,9,1976
2017,3,las Colinas,Residencial,1,11.25,12
2017,2,20 de julio,Comercial,Comercial,9.2,5
2016,7,Vereda Bajo Tablazo,Residencial,3,46,1
2017,3,Alta Suiza,Oficial,Oficial,30.75,4
2018,3,Residencias Manizales,Industrial,Industrial,6,1
2018,3,Velez,Residencial,4,9.38,437
2016,3,Milan,Servicios Especiales,Servicios Especiales,42.36,11
2017,9,Granjas de Estambul,Residencial,2,7.5,2
2017,3,Vereda La Argelia,Rural,1,8.97,34
2016,2,Las Americas,Residencial,2,9.75,4
2017,3,El Bosque,Servicios Especiales,Servicios Especiales,52.75,4
2016,11,las Colinas,Residencial,1,11.33,12
2017,3,las Delicias,Oficial,Oficial,45.33,3
2018,1,Caserio La Enea,Comercial,Comercial,6,1
2018,1,La Estrella,Servicios Especiales,Servicios Especiales,19.92,12
2017,3,San Jose,Residencial,2,15.31,125
2018,2,Betania,Oficial,Oficial,123,1
2018,2,Estambul,Residencial,1,14.63,16
2018,7,Centro,Residencial,5,10.98,55
2017,8,La Carola,Comercial,Comercial,11,12
2017,2,El Campin,Residencial,3,11.88,8
2018,5,Vereda Alto del Naranjo,Rural,4,0.5,2
2018,3,Bosque Popular,Oficial,Oficial,0,1
2017,11,Camelia,Oficial,Oficial,764.25,4
2016,6,Vereda Morrogacho,Rural,1,11.3,27
2016,7,Residencias Manizales,Residencial,2,22,1
2017,9,Zona Industrial,Oficial,Oficial,771.25,4
2017,4,Vereda El Aventino,Industrial,Industrial,16.75,4
2017,12,San Jose,Residencial,2,16.83,126
2018,1,San Ignacio,Residencial,1,13.22,63
2018,2,Campamento,Residencial,1,8,1
2017,5,Vereda Morrogacho,Rural,1,10.48,29
2016,8,Vereda Quiebra de Velez,Rural,1,8.13,15
2016,2,Vereda Morrogacho,Rural,3,11.15,20
2018,2,Vereda Bajo Tablazo,Rural,2,14.37,194
2018,6,Vereda La Argelia,Industrial,Industrial,23,1
2018,2,Guaduales,Residencial,6,5,1
2017,3,Vereda Cueva Santa,Rural,1,7.48,29
2018,1,Vereda La Aurora,Oficial,Oficial,8.33,3
2017,4,Santa Helena - Conjunto La Estacion,Suministro a Constru,Suministro a Constru,79,1
2016,9,Santa Helena - Conjunto La Estacion,Servicios Especiales,Servicios Especiales,140.6,5
2016,12,Vereda Agua Bonita,Comercial,Comercial,27,1
2016,9,El Sol,Residencial,2,15,1
2017,10,Vereda Santa Clara,Oficial,Oficial,28,1
2017,8,Alta Suiza,Servicios Especiales,Servicios Especiales,16.39,23
2016,10,Vereda San Peregrino,Comercial,Comercial,23,1
2016,12,Prado,Residencial,4,13.03,32
2017,4,San Jose,Residencial,1,16,1
2017,10,Bosques de Niza,Residencial,6,23,1
2017,11,Los Rosales,Residencial,6,10.35,141
2017,10,Cervantes,Servicios Especiales,Servicios Especiales,2,1
2016,8,Minitas,Residencial,2,17.47,93
2017,8,Isabella,Residencial,2,12.3,99
2017,5,Fanny Gonzalez,Oficial,Oficial,17.5,2
2018,4,San Sebastian (I - II Etapa),Oficial,Oficial,41,1
2017,3,Los Agustinos,Comercial,Comercial,5.25,57
2016,10,El Campin,Comercial,Comercial,16.4,5
2018,3,Viveros,Residencial,3,15.29,287
2016,9,Altos de Capri,Residencial,3,7.12,33
2018,5,Colombia,Residencial,1,13,10
2017,7,Colon,Servicios Especiales,Servicios Especiales,18,2
2018,2,Vereda Hoyo Frio,Rural,4,4.6,5
2016,10,Chipre,Comercial,Comercial,14.55,112
2017,9,Vereda El Rosario,Oficial,Oficial,85,2
2017,11,San Sebastian(IV Etapa),Residencial,1,6.59,1089
2018,4,La Francia,Residencial,3,22.09,11
2017,9,La Avanzada,Suministro a Constru,Suministro a Constru,12,1
2017,6,Camelia,Residencial,5,7.9,10
2016,7,Vereda La Trinidad,Rural,3,26,12
2017,12,Minitas,Residencial,3,14.78,486
2017,3,La Cumbre,Residencial,3,9.14,669
2016,9,Vereda Agua Bonita,Industrial,Industrial,6,1
2017,3,Vereda Alto del Naranjo,Rural,1,9.91,47
2016,7,Vereda La Linda,Rural,2,14.03,116
2017,12,Vereda La Cabaña,Oficial,Oficial,20.11,9
2017,7,Peralonso,Industrial,Industrial,3,1
2016,9,Camelia,Comercial,Comercial,25.47,30
2016,2,La Leonora,Residencial,6,8.99,203
2018,2,PaloNegro,Comercial,Comercial,1.13,8
2018,2,Residencias Manizales,Comercial,Comercial,7.93,40
2017,1,Vivienda Popular,Residencial,3,14.64,250
2018,1,La Asuncion,Oficial,Oficial,13.6,5
2016,10,La Asuncion,Servicios Especiales,Servicios Especiales,72,1
2016,2,El Sol,Residencial,3,14.31,219
2016,4,La Enea,Oficial,Oficial,70.54,13
2016,2,San Sebastian(IV Etapa),Comercial,Comercial,5.33,3
2016,10,El Sol,Residencial,5,12.16,19
2018,1,Centenario,Residencial,3,13.93,265
2017,7,La Toscana,Oficial,Oficial,934,4
2016,7,La Enea,Industrial,Industrial,423.5,8
2017,2,Fundadores,Residencial,3,15.42,325
2017,10,Vereda Quiebra de Velez,Rural,3,13,4
2017,4,Baja Suiza,Residencial,5,5.81,16
2016,4,Los Alcazares,Suministro a Constru,Suministro a Constru,17,1
2016,12,Kennedy,Residencial,2,13.16,561
2017,10,La Carola,Oficial,Oficial,53.5,2
2016,2,CampoAmor,Oficial,Oficial,37,3
2016,7,SanCancio,Oficial,Oficial,5,1
2016,3,20 de julio,Oficial,Oficial,50,1
2016,8,Camelia,Oficial,Oficial,663.5,4
2017,10,Villapilar,Residencial,1,11.09,44
2016,4,La Enea,Comercial,Comercial,12.86,193
2016,7,Vereda Quiebra del Billar,Rural,2,8,2
2017,7,Aguacate,Residencial,1,5.89,37
2016,7,Vereda Farallones,Oficial,Oficial,24,1
2018,3,Vereda Bajo Tablazo,Rural,3,17.69,78
2018,3,San Sebastian (I - II Etapa),Comercial,Comercial,19,1
2017,12,Zona Industrial,Residencial,1,7,1
2016,1,Castellana,Residencial,6,15.89,28
2016,3,Vereda Morrogacho,Rural,4,97,1
2017,11,SanCancio,Suministro a Constru,Suministro a Constru,39.67,3
2018,6,Bosques de Niza,Comercial,Comercial,3.67,6
2017,11,El Caribe,Comercial,Comercial,16,7
2017,8,Alhambra,Servicios Especiales,Servicios Especiales,0,1
2017,4,El Bosque,Residencial,3,14.29,1471
2016,5,Vereda La China,Servicios Especiales,Servicios Especiales,0,1
2016,6,Bella Montaña (Hosp G. - Esc),Suministro a Constru,Suministro a Constru,118,1
