ANIO,ESTRATO,PROMEDIO
2016,3,17.84
2016,6,8
2016,1,13.87
2017,3,10.45
2018,3,14
2016,4,18.81
2017,4,17.03
2018,2,2
2017,3,14.56
2018,4,35.33
2018,1,8.17
2016,3,9.92
2017,3,12.04
2017,1,70
2017,4,7
2018,3,10.82
2016,4,21
2018,4,16.6
2018,1,10.36
2017,1,25
2018,6,7.98
2016,1,14.53
2017,1,11.73
2018,1,13.76
2017,2,13.36
2018,4,11
2017,1,5.5
2016,5,12.02
2017,2,7.33
2017,1,85
2016,4,11.12
2018,2,15.89
2017,2,15.19
2016,1,12.92
2018,1,7.84
2017,2,8.41
2018,2,2
2017,4,33
2016,1,13.47
2016,6,23.8
2017,2,12.8
2016,4,9.78
2017,2,13.45
2016,3,13.8
2017,1,9.59
2016,2,14.43
2017,4,9.91
2017,3,15.53
2018,1,3.67
2017,1,11.05
2018,4,12.24
2016,4,14.27
2017,1,3
2017,1,20.08
2016,3,8
2018,3,7.15
2017,1,11.69
2017,1,2.67
2018,2,13.1
2016,1,11.48
2016,1,10.25
2016,1,10.67
2017,2,13.67
2018,1,12
2018,2,15.45
2018,1,10.75
2016,4,10
2016,4,19.24
2016,4,10.28
2018,3,9.36
2016,3,5.67
2016,2,80
2016,1,5
2017,6,9
2017,4,19
2017,1,9.31
2017,5,9
2018,5,1
2016,4,9.73
2018,3,1.33
2018,3,14.23
2018,1,13.73
2017,4,11.06
2017,1,9.68
2016,4,24
2017,2,13.82
2016,2,9.54
2017,2,26
2016,4,15.33
2016,3,10.9
2018,2,14.77
2017,2,13.7
2017,2,13.58
2016,6,7
2018,1,6.41
2017,2,11.89
2016,3,12.05
2018,3,11.64
2018,1,4
2017,2,15.99
2016,3,12
2017,1,10.63
2016,3,11.5
2017,1,2.75
2017,6,20.62
2018,3,12.93
2016,3,11.47
2018,3,26.9
2017,1,9.06
2017,2,17.16
2018,2,16.2
2018,6,13.3
2017,4,13.22
2018,6,22
2017,2,22.5
2016,1,10.38
2016,2,5
2017,4,12.04
2018,3,12.62
2017,1,11.27
2017,3,19.32
2018,2,75
2017,1,10
2016,2,4.46
2017,4,9
2017,4,15
2018,1,5.25
2018,4,11.5
2018,6,8.97
2016,4,23
2018,1,4
2017,1,7.75
2017,5,6
2017,6,3
2017,1,11.41
2016,3,13.61
2018,2,13.5
2016,2,11.22
2018,1,6.56
2016,3,10.29
2017,2,14.19
2016,6,7.55
2018,3,20.5
2016,3,12.17
2017,1,13.88
2017,1,13.06
2017,2,15.85
2017,2,11.29
2017,6,11.49
2017,1,11.87
2016,2,14.45
2018,1,8.45
2016,4,8
2016,2,15.78
2018,3,9
2017,3,13.07
2017,1,6
2017,2,11.25
2017,2,12.67
2016,2,11.58
2017,4,49
2018,4,7.29
2016,1,7
2017,2,13.52
2016,3,11.04
2017,4,14.31
2017,4,15
2017,2,13.93
2017,6,6.2
2017,3,3
2018,3,13.17
2018,1,10.92
2017,1,12.65
2017,2,34
2016,2,13.73
2017,3,9.3
2016,2,11.36
2017,4,13.06
2017,2,5
2016,4,11.98
2018,1,10.06
2017,1,7.14
2018,1,8.54
2018,4,46
2017,5,13
2016,1,10.75
2016,2,14.34
2017,3,18.33
2018,3,14.94
2017,2,3
2017,2,8
2017,2,16.6
2016,1,6.83
2016,5,5
2018,2,11.22
2017,1,7.83
2017,3,9.71
2016,1,12.44
2016,4,16.94
2018,1,10.49
2016,1,8.24
2017,1,11.48
2016,2,12.02
2018,4,13
2016,3,15.38
2018,3,12
2016,2,13
2016,5,12
2016,2,20.2
2017,3,12.56
2018,2,11.69
2017,3,13.22
2017,5,9.68
2016,2,9
2018,3,12.36
2016,5,21
2018,2,5.83
2017,2,13.78
2018,2,12.15
2018,2,11.93
2017,1,18
2017,2,14.22
2016,1,9.23
2016,1,10
2017,2,8
2017,3,2
2016,4,10.67
2016,2,13.92
2017,1,8.73
2018,2,10
2018,2,12.09
2018,1,9.67
2016,4,2
2016,2,5.57
2017,2,1
2018,1,15.25
2016,3,17.43
2017,3,11.93
2018,2,10.76
2018,3,14.35
2017,4,6
2017,1,6.41
2017,5,8.24
2017,1,13.29
2017,2,7.33
2017,2,11.5
2017,2,7.13
2016,5,8
2018,3,9.44
2018,1,2.5
2018,3,2
2016,2,14.01
2016,4,24
2018,1,6.83
2017,3,9.79
2017,2,15.85
2016,3,12.32
2016,3,11.19
2018,1,17.33
2018,2,1.33
2017,5,11.57
2017,3,8
2016,2,14.14
2016,1,13.33
2017,1,4.93
2017,3,16
2018,2,12.33
2016,6,6.77
2016,2,13.41
2017,3,18.07
2016,6,11.51
2016,2,20.43
2017,3,0.2
2016,2,10
2017,2,15
2018,2,11.92
2016,4,50.25
2017,5,8.73
2017,3,3
2017,3,15.24
2017,1,9.23
2016,2,10
2016,2,14.28
2016,2,10.09
2016,4,10.32
2017,3,16.15
2017,3,12.89
2016,4,8
2018,4,33
2016,4,13.03
2017,1,8.6
2016,1,10.8
2017,1,11.98
2018,2,10.08
2018,2,5.57
2017,5,8
2016,4,29.33
2018,3,12.78
2018,2,11.87
2016,6,7.88
2017,2,7.5
2018,2,25.5
2017,6,6.46
2017,1,5.07
2017,2,10.17
2016,1,15.68
2017,3,10.3
2018,5,8.38
2018,4,11.8
2016,4,39.75
2017,3,12.44
2016,1,16.5
2018,1,3.85
2016,1,10.25
2016,4,11.44
2018,5,7.39
2016,5,8.31
2018,5,8.75
2017,6,6
2016,3,6.86
2017,2,12.75
2018,2,14.45
2017,4,16.5
2017,4,10.74
2017,1,5.63
2016,4,12.26
2018,4,27.5
2016,1,6
2016,3,10.5
2016,4,8.23
2016,4,31.54
2016,2,8.5
2018,5,2
2018,6,11.94
2018,2,7.67
2018,4,8
2017,3,7
2017,1,5.92
2017,4,7.1
2017,6,42
2017,2,8.33
2016,2,16.57
2016,2,7
2018,1,7.58
2017,1,6.61
2016,1,8.24
2016,6,8.22
2016,5,20
2017,3,6.3
2017,5,10.76
2017,1,28
2018,1,9.97
2016,2,16.4
2018,1,5.95
2017,2,13.05
2017,6,7.1
2017,5,15.14
2018,2,11.53
2018,4,0.5
2017,1,11.7
2017,2,11.15
2017,2,12.1
2017,3,15.88
2017,1,11.5
2016,2,6.67
2018,6,11.28
2018,1,13
2016,1,12.67
2016,2,15.62
2017,1,11.48
2016,2,14.82
2017,1,16
2016,3,8.42
2017,2,24
2018,3,12.55
2017,5,30
2016,1,9.23
2018,2,12.83
2017,3,9
2017,2,6.75
2017,1,15.16
2017,4,9
2018,4,1
2017,1,7.77
2018,1,9.36
2016,3,7
2016,3,17.71
2016,3,12.11
2018,3,6
2016,6,13.22
2018,3,12.3
2017,4,11.93
2018,3,12.66
2018,2,17
2016,2,15.5
2018,4,9
2017,3,13.26
2016,1,63
2017,1,8.78
2016,3,16.45
2016,2,11
2017,2,15.38
2017,3,13.5
2018,3,6.67
2017,2,14.17
2018,3,11.75
2016,1,7.84
2016,1,23
2017,1,9
2017,1,14.5
2016,5,12.02
2017,1,21
2016,1,11.93
2017,2,6.5
2016,1,11.38
2017,4,16.5
2017,2,14.62
2017,3,29.5
2018,5,6.9
2016,4,23.67
2018,3,11.91
2017,1,18
2017,1,6.67
2017,2,8.25
2018,3,10.5
2016,4,12.25
2017,1,5
2017,2,5.6
2017,3,13.49
2017,4,11.56
2016,1,8
2017,2,17.68
2017,2,7
2016,3,83
2017,4,6
2017,3,6.9
2017,1,12.1
2016,3,27
2016,1,10.13
2018,6,2
2018,1,11
2016,2,4.67
2016,1,18.67
2016,4,280
2018,1,14.48
2017,3,13.03
2016,2,14
2017,3,15.04
2016,3,5.08
2018,2,14.51
2016,2,7.88
2017,1,7.33
2018,5,9.61
2016,3,12.36
2016,6,11.8
2017,2,13
2017,2,10.69
2017,2,5.17
2016,4,10
2017,1,9.92
2017,3,11
2016,3,12.21
2018,2,11.4
2016,3,10.71
2018,5,7.78
2017,4,10.94
2017,3,10.37
2018,5,21.14
2016,2,16.28
2018,1,10.29
2017,2,5
2018,6,19.77
2018,2,3
2017,2,14.53
2017,3,11.07
2016,4,6
2018,3,19.29
2018,1,6.2
2016,2,25.33
2017,3,13.48
2017,3,8.76
2016,2,10.6
2018,3,12.78
2018,1,24
2017,4,11.84
2018,2,3.92
2018,3,0.2
2017,1,7.74
2018,6,19
2016,2,9.56
2018,4,8.5
2016,3,9.94
2017,6,12.06
2016,5,9.48
2016,4,17.56
2016,1,16.03
2018,1,9.41
2017,1,9.67
2018,3,8.21
2017,5,10.48
2016,1,18
2017,1,3.5
2017,3,12.95
2017,3,6
2018,1,0.5
2017,4,11
2016,4,24
2016,2,6.85
2017,3,14
2016,2,13.32
2017,1,21
2016,2,12.4
2016,4,12.16
2017,3,12.99
2017,2,7
2017,2,14.69
2017,4,9.51
2018,3,13.5
2017,3,6.55
2017,1,27
2016,2,14.11
2018,4,0.5
2018,2,10.26
2017,1,19.1
2016,2,18.71
2017,6,2
2018,5,15
2016,1,14.6
2016,4,10.33
2016,2,15.62
2017,1,11.32
2018,3,13.47
2017,5,17
2018,4,19
2017,1,9.46
2017,3,14.6
2018,4,10.92
2018,2,11.86
2017,2,9.5
2017,1,7.36
2017,5,20
2017,1,15.86
2017,4,7.67
2018,1,10.49
2018,5,6.61
2016,2,14.18
2018,1,6.45
2016,4,7.7
2017,2,9.4
2018,3,13.3
2016,2,3
2016,2,14.71
2018,1,21.5
2018,5,7.46
2017,6,14.04
2016,5,9.2
2017,5,7.07
2017,4,12.78
2017,4,7.18
2018,1,13.16
2016,2,10.74
2016,2,11.47
2018,1,8.73
2018,1,7.43
2017,4,7.1
2017,1,6
2017,3,8
2018,1,51.64
2016,3,13.17
2016,4,11.03
2016,4,7.7
2018,4,6.69
2018,1,32
2017,1,13
2016,5,6
2016,4,10
2017,2,11.16
2017,2,13.07
2016,1,9.33
2016,2,10
2016,2,13.92
2016,5,4
2017,2,15
2017,3,15.8
2016,1,9.2
2016,4,5
2017,3,16
2017,1,6
2017,2,2.37
2017,2,10.25
2018,5,9.06
2016,1,14.2
2016,4,10.1
2017,2,8
2016,5,5
2016,1,14.88
2018,1,8.71
2018,1,12.86
2017,4,12.05
2018,3,15.38
2018,2,6.55
2017,3,12.16
2016,2,9.5
2016,2,11.5
2016,3,10.47
2016,3,10
2017,6,5.79
2016,3,13.25
2017,2,9.5
2017,3,13.87
2018,5,6.83
2017,4,9.6
2017,4,8.7
2017,4,10.07
2016,3,16
2017,2,15
2016,1,8.76
2017,4,9.5
2016,4,6
2017,2,14.27
2017,6,13.69
2017,2,35
2016,1,10.71
2017,4,7.45
2016,2,16.97
2018,3,29.78
2017,3,14
2017,3,11.25
2016,4,16.86
2016,2,11.28
2016,3,5
2017,5,9.2
2017,3,18.43
2018,4,13
2017,3,19.38
2016,3,14.27
2016,2,13.85
2018,2,14.11
2018,2,8.79
2016,1,9.5
2017,1,35.5
2016,4,7.45
2017,2,21.22
2016,6,12.45
2016,6,8
2017,6,7.88
2017,1,13
2017,1,11.9
2017,4,19.52
2016,1,11
2017,1,10.53
2017,2,12.11
2018,1,12.77
2018,6,6.9
2018,3,12.14
2018,2,6.25
2017,3,13.56
2016,2,18.88
2018,2,12.62
2018,1,8.2
2016,2,7.29
2017,1,12.89
2017,5,18.5
2017,6,18.46
2017,6,37
2016,4,11.91
2017,3,16.78
2017,2,12.61
2016,2,18.33
2017,2,13.6
2017,1,12.36
2016,2,10.96
2017,1,7
2018,2,15.12
2017,3,4
2017,2,11.4
2017,2,12.56
2017,4,1
2017,2,11.63
2017,2,11.89
2017,1,9.74
2016,3,11.99
2017,2,17.44
2017,3,10.24
2016,1,0.17
2016,4,18
2016,2,7.6
2016,1,12.14
2016,2,12.18
2016,2,19.62
2017,2,13.34
2016,1,13.64
2016,6,5.03
2017,4,8
2017,3,10.23
2016,6,10.55
2016,5,18.32
2016,3,12.84
2017,4,11.58
2017,6,8.45
2017,2,7.1
2017,6,10.41
2016,3,8.05
2016,3,14.04
2017,2,1
2016,2,3.13
2016,1,10.82
2017,1,8.81
2017,5,10.38
2017,5,11.11
2016,6,9.16
2018,2,16
2016,3,3
2016,3,7.8
2018,1,9
2017,1,22
2016,3,21.25
2017,5,11.18
2017,3,27
2017,5,14.9
2017,1,10.85
2017,6,8
2017,3,32
2017,2,17.5
2017,4,14.5
2017,6,14.31
2017,3,13.97
2017,3,6
2017,1,12.18
2016,1,8.64
2018,2,14.64
2018,2,2.26
2017,4,11
2017,4,15.89
2018,3,23
2018,2,5.14
2017,1,14
2016,2,12.15
2017,3,6
2016,5,11.1
2016,4,10.24
2016,2,8.67
2017,2,7.56
2018,4,11.88
2017,1,12.68
2016,5,18.6
2016,1,15
2017,6,8.19
2017,3,15
2017,5,2
2017,4,11.09
2016,3,14.56
2016,3,60.5
2016,1,20.25
2018,3,8.73
2017,2,17
2017,4,12.5
2016,2,15.96
2018,2,7
2017,4,11.13
2017,3,8
2016,3,11.75
2016,3,12.18
2017,2,12.15
2016,1,4.33
2016,1,12.15
2016,2,10.42
2016,2,12
2016,4,25.5
2017,1,10.14
2017,3,10.71
2017,2,13.73
2017,5,34
2018,1,23
2018,1,16.23
2017,3,12
2018,4,9.21
2016,1,13.71
2016,3,12.64
2016,1,10.5
2017,2,10.82
2017,3,8
2017,5,19
2017,3,16.02
2016,1,35
2016,5,13.4
2017,5,15.11
2018,5,16
2018,2,5.2
2017,3,17.17
2016,2,39
2017,1,9.15
2016,1,23
2017,1,11.59
2018,5,11.95
2018,1,15
2018,2,12.2
2017,4,9.6
2018,3,5
2017,1,13.56
2016,3,7
2016,2,12.59
2016,1,13.33
2018,4,240
2018,2,13.56
2016,4,22.5
2017,6,11.05
2016,3,9.48
2016,2,11.21
2016,2,4
2017,2,12.9
2018,2,5.29
2018,3,16
2016,4,15
2017,3,7
2017,2,18.76
2016,3,21.83
2017,3,14.43
2017,2,8
2017,4,9.86
2017,3,10.95
2017,1,12.41
2016,1,1
2016,2,2
2018,5,44
2016,1,6
2017,4,12.6
2016,4,15.25
2017,4,4.67
2017,4,11.18
2016,2,11.63
2016,1,16
2017,4,10.14
2017,1,9.48
2016,1,10.58
2017,1,14.29
2018,6,6.16
2018,1,14
2017,1,30
2016,3,11.5
2016,2,14.17
2017,1,8.5
2017,2,9.65
2018,3,15
2016,1,11.03
2017,5,7.52
2016,2,14.5
2017,1,18.3
2017,1,8.5
2017,1,7.58
2016,2,9.33
2017,2,12.34
2018,1,13.34
2016,1,13.3
2016,2,15.19
2017,2,22
2017,4,4.65
2016,1,15
2016,3,4
2017,5,9.87
2017,4,15.63
2017,1,16.5
2017,3,12.13
2017,3,10.01
2016,4,13.56
2018,1,24
2016,4,12.37
2018,3,3
2016,4,6.98
2018,1,14.61
2017,4,11.34
2017,2,21
2017,3,7.33
2018,4,11.5
2017,2,9.6
2017,3,10.63
2017,1,5
2018,6,10.17
2018,2,23.6
2016,3,15.1
2016,2,12.43
2016,2,19.76
2016,3,11
2017,3,12.17
2018,5,34.43
2016,1,11.33
2016,2,10
2016,2,11.86
2016,3,21.33
2016,1,3.17
2017,6,11.57
2017,2,6
2016,5,6
2016,3,12.22
2018,4,59
2016,2,6
2016,2,12.91
2016,4,9
2016,1,9.24
2018,3,8.12
2018,3,11.89
2017,2,10.34
2016,5,10.64
2018,3,28.5
2016,2,30
2016,3,21.22
2017,4,20
2017,1,13.1
2016,4,11.43
2017,4,8
2016,2,6.5
2016,3,14.41
2017,4,13.31
2017,4,11.62
2016,3,5
2017,4,6.82
2017,1,8
2016,6,12.89
2016,1,4.96
2017,2,16.7
2017,3,11.14
2016,3,13.14
2016,2,16.43
2016,2,15.75
2018,4,23
2016,2,5
2016,1,7
2016,5,10.63
2016,1,12.44
2016,3,14.19
2016,1,12.22
2017,3,65.5
2018,1,15.06
2017,3,11.74
2017,3,14
2017,1,15.73
2018,1,9.08
2017,5,11.3
2017,5,15
2018,4,2
2018,5,15.65
2017,5,6.84
2016,1,24
2017,2,15
2016,1,6
2017,3,15.01
2018,1,12.57
2016,4,6.43
2016,4,9.73
2018,1,7.57
2018,2,10.54
2016,6,16.13
2017,2,4
2018,1,6.75
2017,6,12.21
2017,1,4
2017,2,13.36
2018,4,8.5
2017,6,23
2016,3,16.33
2016,1,8.83
2016,1,9.73
2016,5,7.94
2017,1,21
2018,3,17
2017,5,9.18
2017,2,11.81
2017,5,9.82
2017,2,14.74
2016,3,16.25
2016,1,36.5
2017,3,14.32
2016,2,14.4
2017,1,3.33
2017,3,25
2017,2,8.33
2017,1,19.5
2018,1,15
2017,6,18.08
2017,3,11.67
2016,4,7.37
2018,2,19.5
2017,3,9.16
2017,3,3.67
2016,4,12.43
2016,1,7
2018,4,10.48
2017,3,4
2018,3,1
2018,4,12.45
2016,2,2
2017,1,60
2017,2,11.27
2016,1,6.53
2018,5,11.5
2018,2,10.84
2018,1,21
2017,5,6.41
2016,3,2
2018,2,8.5
2017,3,14
2018,3,12.26
2016,5,4
2017,1,10.19
2017,2,14.41
2017,3,28
2018,1,11.07
2017,2,9.41
2016,1,12.48
2017,4,10.71
2018,6,13.82
2016,6,9.63
2016,2,14.64
2017,4,12.08
2016,1,9
2016,1,9
2017,3,7.33
2018,3,13.08
2016,6,21.27
2018,2,11.45
2016,3,13.63
2017,3,11.83
2018,3,3
2016,1,12.98
2017,2,10.24
2018,1,10
2016,3,14.06
2018,2,3.8
2016,2,13.08
2016,2,4.5
2017,6,8
2017,3,1
2018,2,13.84
2016,3,10.15
2018,3,13.64
2018,4,8.5
2017,4,13.5
2017,3,11.06
2018,5,2
2016,1,12
2016,1,18
2016,2,15
2016,1,17
2016,3,8
2016,6,24
2017,2,18
2016,5,15.63
2018,3,20.27
2017,4,6
2017,1,11.32
2017,4,12.72
2016,6,35
2016,5,3
2016,1,13.58
2017,1,16.17
2016,4,23
2016,2,1.5
2016,5,17.06
2016,1,17
2018,1,15.25
2016,2,10.33
2016,3,14.67
2016,2,13.79
2017,3,14.25
2016,3,8.85
2018,6,11.82
2018,3,7
2017,2,15.24
2016,2,9.17
2016,3,12.66
2017,5,11.17
2018,2,15.89
2016,2,13.11
2018,1,6
2017,4,13
2018,1,5
2018,2,25
2016,2,12.4
2016,2,1
2016,4,13.56
2017,3,112
2017,5,26
2017,1,6.04
2016,2,19.6
2016,3,13.86
2016,4,10.83
2016,3,11.5
2017,1,11.44
2016,3,9.83
2016,4,12.03
2016,4,12.5
2018,2,9.9
2017,4,17.14
2016,3,11.86
2017,6,15.31
2017,2,10.33
2018,3,13.36
2018,3,11
2017,2,15
2017,3,9.75
2018,6,7.93
2017,1,10.5
2017,2,8.75
2016,2,10
2017,3,13.89
2016,1,11.2
2018,1,7.93
2016,1,9.6
2016,2,12.13
2017,2,13.13
2017,4,12.43
2018,4,8.4
2016,3,8.78
2017,4,6.67
2016,1,8.25
2017,5,7.72
2017,1,13
2016,1,22
2017,2,19.5
2016,1,11.25
2016,6,10.38
2018,1,10.06
2017,3,7.2
2016,4,12.61
2016,4,16.23
2018,2,42
2016,3,6
2016,3,35
2017,2,14.57
2018,1,21
2016,4,10.42
2016,3,9.45
2016,1,11.82
2017,3,16.5
2018,3,14
2016,5,7
2017,3,10.81
2017,1,13.73
2016,2,10.42
2016,2,13
2018,3,11.86
2017,1,11
2017,2,14.18
2017,4,12.96
2016,3,9.24
2017,2,9.25
2017,4,22
2016,2,4
2017,5,17
2017,2,14.32
2016,4,28
2016,1,9.9
2016,1,10.53
2016,2,9.15
2016,6,11.89
2016,2,11.78
2018,2,12.08
2018,2,13.36
2018,6,15.29
2018,2,13.15
2016,4,9
2017,4,11.42
2017,2,9.18
2017,1,15
2018,3,7.5
2017,2,10.59
2016,2,13.39
2017,4,11.38
2017,1,14.54
2018,1,17.67
2017,2,12.73
2018,2,2.58
2017,4,19.19
2018,2,9.78
2016,3,7.67
2018,3,8.46
2016,4,20
2017,6,14.49
2018,3,12.5
2017,1,12.68
2018,2,13.47
2016,3,16
2016,1,11.61
2018,3,11.35
2016,2,14.74
2017,1,5.5
2017,2,11.96
2017,5,31
2018,1,14
2016,2,10.7
2017,3,13.37
2017,4,9.75
2016,2,6
2016,1,9
2017,4,12.5
2018,3,14.21
2018,4,5.2
2016,2,10.93
2017,6,21.9
2017,1,8
2018,2,6.5
2016,2,10.77
2016,2,12.69
2016,4,67
2017,3,7.41
2017,4,17.75
2017,3,9.63
2017,2,12.5
2017,5,6.84
2017,3,10.75
2018,3,14.75
2017,3,11.6
2017,2,13.99
2017,1,20.5
2018,1,18
2018,6,1
2017,1,10.72
2018,1,9.82
2016,2,6.98
2018,2,13
2018,3,8.38
2017,4,277
2017,3,9.5
2016,1,9.28
2017,5,14
2016,2,6.6
2017,1,8.48
2017,1,12.14
2016,3,63
2016,2,15.3
2016,1,3.33
2016,4,12.82
2016,1,11.95
2016,4,11.59
2016,2,9.5
2017,3,9.82
2016,6,11
2016,6,8.92
2016,4,2
2016,4,11.78
2016,5,8.87
2017,3,12.4
2016,4,37.58
2017,2,9
2017,2,12.63
2017,2,3
2016,2,9.25
2016,3,5.36
2018,1,9
2017,2,12.21
2017,6,6.72
2017,3,11.5
2016,4,10.1
2017,4,13.71
2017,4,12.44
2017,4,10.45
2018,3,21
2017,6,29
2017,1,4.95
2018,4,16.27
2017,4,10.5
2017,3,7
2017,2,7.38
2017,1,10.72
2016,1,11.86
2016,2,21.42
2016,3,16.17
2017,6,40
2016,3,13.51
2018,3,8.41
2016,6,6.99
2017,1,8.63
2018,1,10.09
2016,1,6.33
2018,2,17.92
2016,2,27.5
2016,4,11.12
2017,1,9.45
2016,4,7.5
2017,4,11
2016,3,13.92
2016,1,6
2017,4,10.22
2016,6,13.44
2016,1,15.14
2018,3,13.63
2016,2,11.67
2017,2,6.5
2016,2,15
2017,5,7
2016,1,12.57
2017,1,7.95
2018,4,12.22
2016,3,7.71
2016,1,8.18
2016,3,4
2017,1,17
2017,3,15.32
2016,1,12
2017,2,6
2017,5,33.29
2018,2,7.4
2018,6,7.81
2016,4,44
2016,3,10.55
2018,3,8.67
2017,3,12.92
2016,2,5.71
2018,1,6.06
2018,1,4.2
2017,1,13.84
2016,4,7.43
2018,2,13
2017,3,34.17
2016,2,12.01
2017,5,12
2017,3,6.56
2018,2,13.53
2016,3,10.98
2017,2,13.09
2017,2,15.1
2017,4,25
2018,3,5.24
2018,1,2.5
2017,6,9.07
2016,3,8.83
2017,2,9.34
2018,6,13.19
2017,4,2
2016,4,27
2017,6,86.75
2017,5,8
2016,3,11.36
2016,2,15.81
2017,4,12.65
2018,1,13.4
2017,3,8.83
2016,4,2
2016,1,14
2017,2,13.69
2017,3,8.6
2017,3,12.58
2016,1,8.83
2016,2,9
2017,2,12.6
2018,1,4.65
2018,1,10.18
2016,2,4
2017,1,15
2016,3,15.73
2018,3,64
2017,4,17.68
2018,2,11.47
2016,2,5.41
2017,1,13.12
2017,2,12.78
2016,5,8.74
2017,2,13.51
2018,4,5
2018,2,24.5
2018,5,7
2018,3,12.96
2016,1,11.3
2018,2,75
2016,6,5.15
2018,3,9.98
2016,3,7.51
2016,1,14.14
2016,2,13.3
2017,4,5
2016,2,12.08
2016,2,14.78
2016,2,11.65
2018,4,8.6
2017,2,6
2016,3,13.7
2016,6,12.42
2018,2,14.53
2016,1,14.86
2017,1,4.33
2017,3,11.52
2017,1,17
2016,2,21.9
2017,2,13
2017,3,18.5
2018,5,7.25
2017,4,14.89
2016,3,9.47
2018,3,4
2017,2,20.5
2016,4,37
2017,3,7.36
2016,1,13.67
2018,2,6.46
2017,1,13.14
2016,3,14.33
2017,3,6.95
2017,1,7.3
2018,2,12.06
2016,1,10.75
2018,4,13.24
2016,3,12.25
2016,5,15.9
2017,4,10
2016,2,14.38
2018,1,3.5
2016,3,13.21
2017,2,15.33
2016,1,9
2017,2,14.31
2017,2,6.75
2018,5,26
2018,4,23
2017,2,12.58
2018,4,13.89
2017,1,29
2017,3,13.81
2016,4,8.4
2018,4,9.25
2016,1,14.15
2016,6,8.4
2017,1,14
2017,5,6.95
2016,4,56
2018,3,8.72
2018,1,13.17
2018,1,3
2016,3,12.41
2017,2,12.44
2017,3,12.07
2016,5,12
2016,2,11.99
2016,1,13
2017,3,7.62
2018,2,9.88
2018,4,10.38
2017,2,15.05
2016,1,20
2018,1,7.17
2017,2,5.33
2017,1,6.6
2016,3,10.28
2016,4,13
2016,1,23
2018,2,9.5
2017,3,11.33
2018,1,24
2017,4,8.3
2018,2,22
2018,4,1
2018,2,3.5
2016,2,8
2017,1,10.13
2016,3,2.75
2017,2,8.63
2017,2,17.59
2018,2,8.8
2016,5,14
2017,2,14.67
2016,1,12
2016,3,21.24
2017,3,11.76
2017,2,3.71
2018,3,7.91
2016,1,18.5
2017,5,17.5
2017,4,10
2017,2,12.48
2016,1,13
2017,3,12.36
2016,2,12.23
2016,3,22
2017,4,8
2016,1,10
2018,2,5.6
2018,2,1.67
2016,3,10.41
2017,1,9.33
2017,1,6.41
2017,2,13.65
2016,2,15.58
2017,1,9.34
2017,1,339
2018,2,5.63
2016,3,15.37
2018,2,10.23
2017,3,11.03
2017,4,5
2018,3,16.5
2017,3,27
2016,3,6.43
2016,5,9.79
2017,2,3
2017,2,8.33
2016,1,6.58
2016,3,42
2016,1,12.24
2016,2,11.24
2018,1,9.33
2016,3,32
2017,2,12.82
2018,4,9
2017,1,11.25
2016,3,46
2018,4,9.38
2017,2,7.5
2017,1,8.97
2016,2,9.75
2016,1,11.33
2017,2,15.31
2018,1,14.63
2018,5,10.98
2017,3,11.88
2018,4,0.5
2016,1,11.3
2016,2,22
2017,2,16.83
2018,1,13.22
2018,1,8
2017,1,10.48
2016,1,8.13
2016,3,11.15
2018,2,14.37
2018,6,5
2017,1,7.48
2016,2,15
2016,4,13.03
2017,1,16
2017,6,23
2017,6,10.35
2016,2,17.47
2017,2,12.3
2018,3,15.29
2016,3,7.12
2018,1,13
2018,4,4.6
2017,1,6.59
2018,3,22.09
2017,5,7.9
2016,3,26
2017,3,14.78
2017,3,9.14
2017,1,9.91
2016,2,14.03
2016,6,8.99
2017,3,14.64
2016,3,14.31
2016,5,12.16
2018,3,13.93
2017,3,15.42
2017,3,13
2017,5,5.81
2016,2,13.16
2017,1,11.09
2016,2,8
2017,1,5.89
2018,3,17.69
2017,1,7
2016,6,15.89
2016,4,97
2017,3,14.29
2018,2,10.5
2016,1,13.01
2016,4,11.97
2017,3,25.25
2018,3,11
2016,2,8
2016,2,14.05
2017,2,11.04
2016,3,18
2016,1,12.2
2017,2,17.2
2016,3,12.91
2017,1,11
2016,1,13.86
2016,3,13.86
2016,2,12.78
2018,1,12.37
2016,3,7
2016,1,3.75
2017,3,40
2016,5,6.4
2016,1,25.5
2016,4,48
2017,3,8.73
2016,1,9.29
2018,1,17.5
2016,4,16.25
2017,6,13.19
2017,1,5.27
2016,3,16.72
2016,2,9
2016,3,9.16
2017,4,23.5
2016,6,7.8
2017,1,13.9
2018,2,10
2018,3,15
2018,5,7
2016,3,17.47
2016,2,17.4
2018,3,11.33
2017,4,28.5
2017,1,5.52
2017,5,8.57
2016,4,16.5
2018,2,14.03
2016,2,5.43
2017,2,9.69
2016,5,10.2
2016,1,12.53
2016,2,6
2016,1,10.5
2016,2,11.57
2016,3,13.17
2018,1,13
2017,3,5.5
2017,5,9.34
2017,1,9.43
2017,3,14.89
2016,4,8.93
2017,4,13.1
2018,1,11.01
2017,1,26
2016,5,8.33
2017,3,15.25
2018,4,11
2016,2,23.17
2016,4,11.79
2017,1,20
2017,1,8.32
2016,4,31
2017,2,12.53
2016,2,8.38
2018,1,18
2017,2,15.8
2016,2,10.94
2016,3,14.52
2017,5,2
2016,2,15.67
2016,2,26.5
2016,3,14.32
2016,2,15.08
2017,4,14
2018,3,10.4
2016,5,10
